i,rel_err,angle_err_deg
647,0.22565651524502647,9.469786249288145
648,0.2259405285923402,9.479414584381068
649,0.2260195434776608,9.483354301329696
650,0.2265316894714664,9.494741473890562
651,0.22732060267477427,9.52310000119122
652,0.22750159705385284,9.544257699280186
653,0.22774723312416,9.560657311585356
654,0.22818635623872513,9.565692784113313
655,0.2301948269785076,9.585266641531508
656,0.23027421618012783,9.58594574332374
657,0.23096230040840646,9.597143390267783
658,0.23144815544510583,9.597199130355337
659,0.23146560170787625,9.617880681965334
660,0.23159054606440138,9.66325901423578
661,0.23232418308669878,9.670883903453683
662,0.2326181168140261,9.67334020048696
663,0.23288747515934013,9.691127943311422
664,0.23330434137150147,9.747059197999059
665,0.23361168952990521,9.800384286940572
666,0.2342131838316756,9.813752830502187
667,0.23440050924803324,9.87087809881611
668,0.23458608524037305,9.943619894512754
669,0.23557119709884508,9.947439965341086
670,0.23587725686857008,9.94809363364531
671,0.2359442141325932,9.954945627496246
672,0.23612066597159267,9.98745761287563
673,0.2375797838722394,9.989792407049887
674,0.2383082917166868,9.997134224777268
675,0.23846231145848712,10.00940262139451
676,0.23884264991916354,10.014926369190475
677,0.2389706249745872,10.049857958990437
678,0.23956715304759157,10.087025769643581
679,0.23974589925521889,10.114912911098
680,0.23975100186374335,10.155584845879352
681,0.2399434150582765,10.201830022904309
682,0.24083341467236305,10.203029345084898
683,0.24155606384507497,10.237937953833113
684,0.2422145373613287,10.248030624476016
685,0.24233716298185057,10.24924348548765
686,0.2425848813176538,10.257107397481764
687,0.24269890089113277,10.271754423619694
688,0.2440046347957341,10.286633357997184
689,0.2452458354014864,10.324288362165621
690,0.24573188166214607,10.399219098351583
691,0.2485217030246089,10.501818050640154
692,0.24870460308075948,10.522959191000302
693,0.24942463806725307,10.531122589637263
694,0.2505655723043309,10.549760136286466
695,0.2508973928718128,10.602655547998122
696,0.2520886298955873,10.62571257498333
697,0.2528784494229183,10.631362610100926
698,0.253000599740671,10.673432374515894
699,0.2532082747853459,10.700992971866224
700,0.254333056809064,10.704592390589246
701,0.2543953430116746,10.709942885410863
702,0.254638390384186,10.7116959409584
703,0.25473556259193847,10.739798672860667
704,0.25503909818720005,10.76949846166296
705,0.25562599645830064,10.81221700470116
706,0.25577982834381485,10.823271398881422
707,0.2559552574876874,10.839782440653549
708,0.25638053532621513,10.923275143312125
709,0.25663453818448595,10.969949489513976
710,0.25734926779859746,10.973023517420295
711,0.25791396442068193,11.007086489855336
712,0.2582326924149155,11.015635605235508
713,0.25853803134937836,11.020554003454889
714,0.25912034484989827,11.117734999207217
715,0.2592531627125169,11.136350961736518
716,0.2600090382401865,11.165263587350802
717,0.26090937747734166,11.224325885973617
718,0.2624077124941821,11.248472435326052
719,0.26260887355047996,11.309406650368972
